,f1-score,precision,recall,support
accuracy,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
c_clusters,0.6949152542372881,0.6029411764705882,0.82,50.0
circle,0.9761904761904763,0.9534883720930233,1.0,41.0
clusters,0.5957446808510638,0.7567567567567568,0.49122807017543857,57.0
macro avg,0.7422316457006849,0.7510728184412074,0.7524080681930814,297.0
random,0.6542056074766355,0.7291666666666666,0.5932203389830508,59.0
sphere,0.6055045871559633,0.559322033898305,0.66,50.0
torus,0.9268292682926829,0.9047619047619048,0.95,40.0
weighted avg,0.722806565571756,0.7392344391690345,0.7272727272727273,297.0
