,f1-score,precision,recall,support
accuracy,0.9191919191919192,0.9191919191919192,0.9191919191919192,0.9191919191919192
c_clusters,0.988235294117647,1.0,0.9767441860465116,43.0
circle,1.0,1.0,1.0,57.0
clusters,0.9894736842105264,0.9791666666666666,1.0,47.0
macro avg,0.920232352952287,0.9212393162393163,0.9242726916019331,297.0
random,0.8085106382978723,0.7307692307692307,0.9047619047619048,42.0
sphere,0.8073394495412843,0.88,0.7457627118644068,59.0
torus,0.9278350515463918,0.9375,0.9183673469387755,49.0
weighted avg,0.919372971926509,0.9244802728136061,0.9191919191919192,297.0
