,precision,recall,f1-score,support
2,1.0,1.0,1.0,126.0
3.5,0.9178082191780822,0.9781021897810219,0.9469964664310954,137.0
4.0,0.944,0.8740740740740741,0.9076923076923077,135.0
4.1,0.9516129032258065,0.9365079365079365,0.944,126.0
4.3,0.935251798561151,0.9558823529411765,0.9454545454545454,136.0
accuracy,0.9484848484848485,0.9484848484848485,0.9484848484848485,0.9484848484848485
macro avg,0.949734584193008,0.9489133106608418,0.9488286639155896,660.0
weighted avg,0.9489048430881293,0.9484848484848485,0.948186053971727,660.0
