,f1-score,precision,recall,support
weighted avg,0.5123691536657411,0.5158099755841816,0.5106060606060606,660.0
2,0.9899665551839465,0.9932885906040269,0.9866666666666667,150.0
3.5,0.408,0.4473684210526316,0.375,136.0
4.1,0.44357976653696496,0.4351145038167939,0.4523809523809524,126.0
accuracy,0.5106060606060606,0.5106060606060606,0.5106060606060606,0.5106060606060606
4.0,0.27343749999999994,0.26119402985074625,0.28688524590163933,122.0
macro avg,0.4943145938015466,0.49709007876180944,0.49320244600572477,660.0
4.3,0.3565891472868217,0.3484848484848485,0.36507936507936506,126.0
