,precision,recall,f1-score,support
2,0.8707482993197279,0.9846153846153847,0.9241877256317689,130.0
3.5,0.3843843843843844,0.9481481481481482,0.5470085470085471,135.0
4.0,0.1111111111111111,0.016666666666666666,0.028985507246376812,120.0
4.1,0.4725274725274725,0.3333333333333333,0.3909090909090909,129.0
4.3,0.704225352112676,0.3424657534246575,0.46082949308755755,146.0
accuracy,0.5318181818181819,0.5318181818181819,0.5318181818181819,0.5318181818181819
macro avg,0.5085993238910744,0.5250458572376381,0.4703840727766682,660.0
weighted avg,0.518477953789825,0.5318181818181819,0.4775412087362199,660.0
