,precision,recall,f1-score,support
2,0.0,0.0,0.0,132.0
3.5,0.0,0.0,0.0,141.0
4.0,0.0,0.0,0.0,134.0
4.1,0.0,0.0,0.0,128.0
4.3,0.1893939393939394,1.0,0.3184713375796178,125.0
accuracy,0.1893939393939394,0.1893939393939394,0.1893939393939394,0.1893939393939394
macro avg,0.03787878787878788,0.2,0.06369426751592357,660.0
weighted avg,0.03587006427915519,0.1893939393939394,0.060316541208260945,660.0
