,precision,recall,f1-score,support
2,0.984251968503937,0.8992805755395683,0.9398496240601504,139.0
3.5,0.0,0.0,0.0,123.0
4.0,0.38323353293413176,0.9624060150375939,0.5481798715203426,133.0
4.1,1.0,0.3082706766917293,0.47126436781609193,133.0
4.3,0.810126582278481,0.9696969696969697,0.8827586206896552,132.0
accuracy,0.6393939393939394,0.6393939393939394,0.6393939393939394,0.6393939393939394
macro avg,0.6355224167433099,0.6279308473931723,0.5684104968172481,660.0
weighted avg,0.6480572611561307,0.6393939393939394,0.5799232113744563,660.0
