,precision,recall,f1-score,support
2,1.0,1.0,1.0,145.0
3.5,0.8560606060606061,0.8968253968253969,0.8759689922480621,126.0
4.0,0.7928571428571428,0.7762237762237763,0.784452296819788,143.0
4.1,0.8333333333333334,0.9322033898305084,0.8800000000000001,118.0
4.3,0.9009009009009009,0.78125,0.8368200836820082,128.0
accuracy,0.8772727272727273,0.8772727272727273,0.8772727272727273,0.8772727272727273
macro avg,0.8766303966303965,0.8773005125759363,0.8754482745499717,660.0
weighted avg,0.8786225097588733,0.8772727272727273,0.8765177911814888,660.0
