,f1-score,precision,recall,support
weighted avg,0.3991585360966119,0.5849487842363832,0.44696969696969696,660.0
2,0.5510204081632654,1.0,0.38028169014084506,142.0
3.5,0.9621212121212122,0.9621212121212122,0.9621212121212122,132.0
4.1,0.04225352112676057,0.6,0.021897810218978103,137.0
accuracy,0.44696969696969696,0.44696969696969696,0.44696969696969696,0.44696969696969696
4.0,0.44534412955465585,0.29023746701846964,0.9565217391304348,115.0
macro avg,0.4019335684788931,0.5726939580501587,0.4656570276357269,660.0
4.3,0.008928571428571428,0.011111111111111112,0.007462686567164179,134.0
