,f1-score,precision,recall,support
macro avg,0.2758982160884349,0.4216227180527383,0.40307539682539684,660.0
2,0.915129151291513,0.8551724137931035,0.9841269841269841,126.0
3.5,0.0,0.0,0.0,144.0
4.1,0.0,0.0,0.0,133.0
4.0,0.40375586854460094,0.2529411764705882,1.0,129.0
weighted avg,0.2653762967614544,0.406638084700965,0.3893939393939394,660.0
accuracy,0.3893939393939394,0.3893939393939394,0.3893939393939394,0.3893939393939394
4.3,0.06060606060606061,1.0,0.03125,128.0
