,f1-score,precision,recall,support
macro avg,0.4518628579113783,0.5064666487939562,0.5353802084579853,660.0
2,0.9166666666666666,0.8832116788321168,0.952755905511811,127.0
3.5,0.23170731707317074,0.7916666666666666,0.1357142857142857,140.0
4.1,0.0,0.0,0.0,124.0
4.0,0.5524296675191817,0.41064638783269963,0.84375,128.0
weighted avg,0.45199498257479664,0.5129756881630269,0.5348484848484848,660.0
accuracy,0.5348484848484848,0.5348484848484848,0.5348484848484848,0.5348484848484848
4.3,0.5585106382978723,0.44680851063829785,0.7446808510638298,141.0
