,precision,recall,f1-score,support
2,0.9921259842519685,1.0,0.9960474308300395,126.0
3.5,0.0,0.0,0.0,132.0
4.0,0.24778761061946902,0.4148148148148148,0.31024930747922436,135.0
4.1,0.18672199170124482,0.4090909090909091,0.25641025641025644,110.0
4.3,0.3484848484848485,0.1464968152866242,0.2062780269058296,157.0
accuracy,0.3787878787878788,0.3787878787878788,0.3787878787878788,0.3787878787878788
macro avg,0.3550240870115061,0.3940805078384696,0.35379700432506994,660.0
weighted avg,0.354107184467628,0.3787878787878788,0.3454188048842784,660.0
