,precision,recall,f1-score,support
2,0.0,0.0,0.0,141.0
3.5,0.18787878787878787,1.0,0.31632653061224486,124.0
4.0,0.0,0.0,0.0,135.0
4.1,0.0,0.0,0.0,125.0
4.3,0.0,0.0,0.0,135.0
accuracy,0.18787878787878787,0.18787878787878787,0.18787878787878787,0.18787878787878787
macro avg,0.037575757575757575,0.2,0.06326530612244897,660.0
weighted avg,0.03529843893480257,0.18787878787878787,0.05943104514533086,660.0
