,f1-score,precision,recall,support
macro avg,0.9101701478220761,0.9117419507736132,0.9107808699326057,660.0
2,0.9802371541501976,0.992,0.96875,128.0
3.5,0.9323308270676692,0.8985507246376812,0.96875,128.0
4.1,0.9337979094076656,0.9178082191780822,0.950354609929078,141.0
4.0,0.8484848484848485,0.835820895522388,0.8615384615384616,130.0
weighted avg,0.9100382380687849,0.9116524950123057,0.9106060606060606,660.0
accuracy,0.9106060606060606,0.9106060606060606,0.9106060606060606,0.9106060606060606
4.3,0.856,0.9145299145299145,0.8045112781954887,133.0
