,precision,recall,f1-score,support
2,0.9772727272727273,0.9923076923076923,0.9847328244274809,130.0
3.5,0.7364341085271318,0.7037037037037037,0.7196969696969697,135.0
4.0,0.5441176470588235,0.6166666666666667,0.578125,120.0
4.1,0.65,0.7054263565891473,0.6765799256505577,129.0
4.3,0.6422764227642277,0.541095890410959,0.5873605947955391,146.0
accuracy,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091
macro avg,0.7100201811245821,0.7118400619356338,0.7092990629141095,660.0
weighted avg,0.711182628132202,0.7090909090909091,0.7084588111117184,660.0
