,f1-score,precision,recall,support
2,0.7936507936507936,0.78125,0.8064516129032258,31.0
3.5,0.7037037037037037,0.8260869565217391,0.6129032258064516,31.0
4.1,0.5952380952380952,0.5555555555555556,0.6410256410256411,39.0
accuracy,0.6727272727272727,0.6727272727272727,0.6727272727272727,0.6727272727272727
4.0,0.6,0.6,0.6,30.0
macro avg,0.6776489533011272,0.6897213595583163,0.6732525665352991,165.0
weighted avg,0.6744512063352643,0.6836872608068261,0.6727272727272727,165.0
4.3,0.6956521739130436,0.6857142857142857,0.7058823529411765,34.0
