,precision,recall,f1-score,support
2,1.0,0.013793103448275862,0.027210884353741496,145.0
3.5,0.8613138686131386,0.9365079365079365,0.8973384030418251,126.0
4.0,0.75,0.1888111888111888,0.3016759776536313,143.0
4.1,0.24329896907216494,1.0,0.3913764510779436,118.0
4.3,0.0,0.0,0.0,128.0
accuracy,0.4015151515151515,0.4015151515151515,0.4015151515151515,0.4015151515151515
macro avg,0.5709225675370607,0.4278224457534803,0.32352034322542833,660.0
weighted avg,0.5901285239329863,0.4015151515151515,0.3126247015851956,660.0
